Version,ZTF_Name,z_sntemplate,z_rlap,z_snid,z_snid_err,z_level,rank_1,sntemplate_1,rlap_1,c_snid_1,z_snid_1,z_snid_err_1,age_1,age_flag_1,rank_2,sntemplate_2,rlap_2,c_snid_2,z_snid_2,z_snid_err_2,age_2,age_flag_2,rank_3,sntemplate_3,rlap_3,c_snid_3,z_snid_3,z_snid_err_3,age_3,age_flag_3,rank_4,sntemplate_4,rlap_4,c_snid_4,z_snid_4,z_snid_err_4,age_4,age_flag_4,rank_5,sntemplate_5,rlap_5,c_snid_5,z_snid_5,z_snid_err_5,age_5,age_flag_5
ZTF18acbwvsp_20181101_P60_v1.ascii,ZTF18acbwvsp,sn1989B,6.08,0.8175,0.0079,0,1,sn1989B,6.08,Ia-norm,0.8175,0.0079,-7.2,0,3,sn2005bl,5.57,Ia-91bg,0.6112,0.0092,-5.9,0,4,sn1999aa,5.36,Ia-91T,0.6113,0.0125,-9.9,0,5,sn2003du,5.19,Ia-norm,0.6177,0.0115,-10.7,0,7,sn2002fb,5.16,Ia-91bg,0.6124,0.0105,-2.7,0
ZTF18acbwvsp_20181101_P60_v2.ascii,ZTF18acbwvsp,sn90O,5.17,0.8155,0.0124,0,1,sn90O,5.17,Ia-norm,0.8155,0.0124,-6.1,0,5,sn2003U,4.6,Ia-norm,0.8122,0.0174,-8.5,0,8,sn2002ha,4.48,Ia-norm,0.7864,0.0136,1.7,0,17,sn1998ab,4.0,Ia-91T,0.7857,0.0101,7.7,0,18,sn2001ig,4.0,IIb,0.7856,0.0115,12.0,1
ZTF18acbwvsp_20181103_P60_v1.ascii,ZTF18acbwvsp,sn91N,4.35,0.0523,0.0079,1,1,sn2008am,6.57,IIn,0.0137,0.0036,352.0,0,2,sn96cb,5.43,IIb,0.0245,0.0126,-16.9,0,4,kcSB6,4.8,Gal,0.0125,0.004,-99.9,2,5,kcSB5,4.79,Gal,0.0126,0.0041,-99.9,2,6,kcSB4,4.79,Gal,0.0123,0.0041,-99.9,2
ZTF18acbwvsp_20181103_P60_v2.ascii,ZTF18acbwvsp,sn1999gp,8.29,0.0957,0.0062,1,1,sn1999gp,8.29,Ia-91T,0.0957,0.0062,-2.0,0,2,iPTF13bvn,8.27,Ib-norm,0.3249,0.0022,-12.7,0,4,sn1999dq,7.01,Ia-91T,0.0945,0.0069,-2.5,0,5,sn2013dx,6.95,Ic-BL,0.2716,0.0026,23.0,0,6,sn1999aa,6.58,Ia-91T,0.0937,0.0074,-2.1,0
ZTF18acbwvsp_20181109_P60_v1.ascii,ZTF18acbwvsp,sn91N,5.71,0.048,0.0077,1,1,sn91N,5.71,Ic-norm,0.048,0.0077,276.1,1,5,sn2004ao,4.75,Ib-norm,0.052,0.0103,129.0,1,6,sn2009jf,4.74,Ib-norm,0.0506,0.0074,388.8,0,7,sn2003dh,4.56,Ic-BL,0.0517,0.0186,-7.3,0,8,sn2003bg,4.56,IIb,0.0511,0.0098,182.1,0
ZTF18acbwvsp_20181110_Keck1_v1.ascii,ZTF18acbwvsp,sn1999em,5.96,0.1604,0.0032,1,1,sn1999em,5.96,II-norm,0.1604,0.0032,327.8,0,3,sn1997cy,5.62,IIn,0.0468,0.0058,125.3,1,5,sn2004et,5.6,II-norm,0.1597,0.0034,268.3,0,7,lbv01ac,5.59,LBV,0.161,0.0033,-99.9,2,8,lbv2001ac,5.59,LBV,0.161,0.0033,-99.9,2
ZTF18acbwxcc_20181102_P60_v1.ascii,ZTF18acbwxcc,sn2008ax,8.21,0.2885,0.0083,0,1,sn2008ax,8.21,IIb,0.2885,0.0083,-10.0,0,5,sn94D,7.01,Ia-norm,0.3181,0.0106,-9.6,0,10,sn2006el,6.63,IIb,0.2853,0.011,-4.18,0,11,sn2008bo,6.01,IIb,0.281,0.0118,-3.2,0,12,iPTF13bvn,5.87,Ib-norm,0.276,0.012,-5.8,0
ZTF18acbwxcc_20181201_Keck1_v1.ascii,ZTF18acbwxcc,sn2007ru,8.08,0.0302,0.01,1,1,sn2007ru,8.08,Ic-BL,0.0302,0.01,12.96,0,2,lbv01ac,6.71,LBV,0.0315,0.0025,-99.9,2,3,lbv2001ac,6.71,LBV,0.0315,0.0025,-99.9,2,4,sn2006le,6.58,Ia-norm,0.0425,0.0147,-11.7,0,5,kcSB5,6.35,Gal,0.0301,0.0026,-99.9,2
ZTF18acbwxcc_20190105_Keck1_v1.ascii,ZTF18acbwxcc,kcSB6,12.3,0.03,0.0014,1,1,kcSB6,12.3,Gal,0.03,0.0014,-99.9,2,2,lbv01ac,10.57,LBV,0.0314,0.0017,-99.9,2,3,lbv2001ac,10.57,LBV,0.0314,0.0017,-99.9,2,4,kcSB5,10.08,Gal,0.0302,0.0017,-99.9,2,8,PTF11rks,8.46,Ic-SLSN,0.4129,0.0019,47.61,0
ZTF18acbwxgn_20181110_P60_v1.ascii,ZTF18acbwxgn,sn2001az,17.63,0.0734,0.0032,1,1,sn2001az,17.63,Ia-91T,0.0734,0.0032,-3.1,0,2,sn2002ck,17.04,Ia-norm,0.0671,0.0033,-0.6,0,4,sn2007F,14.59,Ia-norm,0.0722,0.0038,-5.7,0,5,sn2008Z,13.98,Ia-norm,0.0735,0.004,-6.3,0,6,sn2007bc,13.74,Ia-norm,0.0679,0.0039,-2.6,0
ZTF18acbwxou_20181107_P60_v1.ascii,ZTF18acbwxou,sn2006cz,17.6,0.0772,0.0037,1,1,sn2006cz,17.6,Ia-91T,0.0772,0.0037,-1.0,0,3,sn2008Z,16.37,Ia-norm,0.0725,0.0034,7.6,0,6,sn2005na,15.39,Ia-norm,0.0702,0.0035,3.4,0,8,sn2005eu,14.64,Ia-norm,0.0754,0.0046,-5.2,0,11,sn2007S,13.71,Ia-91T,0.0755,0.0047,-2.7,0
ZTF18acbwymh_20181110_P60_v1.ascii,ZTF18acbwymh,sn02ap,15.08,0.2783,0.0064,0,1,sn02ap,15.08,Ic-BL,0.2783,0.0064,29.5,0,9,sn1997dq,8.98,Ic-BL,0.2725,0.0108,54.8,1,10,sn2003jd,8.9,Ic-BL,0.2789,0.0105,33.4,0,11,sn04aw,8.66,Ic-norm,0.2675,0.0115,48.0,0,19,sn2002ji,7.94,Ib-norm,0.2708,0.0121,55.0,1
ZTF18acbxhui_20181107_P60_v1.ascii,ZTF18acbxhui,sn2007kk,9.42,0.0783,0.0066,1,1,sn2007kk,9.42,Ia-norm,0.0783,0.0066,8.8,0,2,sn2002ic,9.03,Ia-csm,0.0704,0.0068,9.4,0,4,sn2005M,8.92,Ia-91T,0.0701,0.0066,10.0,0,5,sn2007S,8.9,Ia-91T,0.077,0.0068,8.1,0,6,sn2003ic,8.88,Ia-norm,0.0743,0.0065,7.2,0
ZTF18acbxhui_20181107_P60_v2.ascii,ZTF18acbxhui,sn2006gr,15.47,0.0753,0.0039,1,1,sn2006gr,15.47,Ia-norm,0.0753,0.0039,9.4,0,2,sn2007kk,15.21,Ia-norm,0.0752,0.004,8.8,0,3,sn2008C,14.47,Ia-norm,0.0707,0.0039,8.3,0,11,sn2007S,11.69,Ia-91T,0.0743,0.0052,8.1,0,20,sn02ic,11.06,Ia-csm,0.0679,0.0057,9.4,0
ZTF18acbxkop_20181102_P60_v1.ascii,ZTF18acbxkop,sn79C,10.32,0.0327,0.0055,1,1,sn79C,10.32,II-norm,0.0327,0.0055,42.8,0,3,sn06Y,8.51,II-norm,0.0353,0.006,27.0,0,4,sn92H,8.19,II-norm,0.0609,0.0051,129.8,0,9,sn1996L,7.51,IIn,0.0436,0.006,42.2,0,11,sn04fz,7.39,Ia-norm,0.0312,0.008,22.28,0
ZTF18acbxkop_20181110_Keck1_v1.ascii,ZTF18acbxkop,sn2006bp,13.15,0.0323,0.0034,1,1,sn2006bp,13.15,II-norm,0.0323,0.0034,17.1,0,2,sn99gi,12.84,II-norm,0.0282,0.0035,18.9,0,6,sn04et,11.87,II-norm,0.03,0.0036,12.1,0,22,sn93J,10.77,IIb,0.0359,0.0047,-5.0,0,26,kcSB6,10.43,Gal,0.0268,0.0019,-99.9,2
ZTF18acbxkpa_20181107_P60_v1.ascii,ZTF18acbxkpa,sn2003cg,19.25,0.0775,0.0031,1,1,sn2003cg,19.25,Ia-norm,0.0775,0.0031,9.8,0,3,sn2004as,18.13,Ia-norm,0.0804,0.0032,8.6,0,4,sn1996X,17.94,Ia-norm,0.0794,0.0032,8.1,0,5,sn1999X,17.29,Ia-norm,0.0769,0.0033,13.1,0,39,sn2001V,13.28,Ia-91T,0.0812,0.0045,9.5,0
ZTF18acbxmvy_20181106_P60_v1.ascii,ZTF18acbxmvy,sn1998ec,18.4,0.0531,0.0035,1,1,sn1998ec,18.4,Ia-norm,0.0531,0.0035,-3.0,0,2,sn2002dj,18.09,Ia-norm,0.0622,0.0037,-9.5,0,4,sn1998dh,17.06,Ia-norm,0.0501,0.0034,-3.5,0,5,sn03du,16.95,Ia-norm,0.0533,0.0041,-10.1,0,7,sn94S,16.55,Ia-norm,0.046,0.0034,1.4,0
ZTF18acbxphq_20181103_P60_v1.ascii,ZTF18acbxphq,sn03bn,5.25,0.0331,0.0066,1,1,sn03bn,5.25,II-norm,0.0331,0.0066,12.0,0,2,PTF11rks,4.58,Ic-SLSN,0.4183,0.0052,47.61,0,3,sn06iw,4.55,II-norm,0.0349,0.0095,11.0,0,4,sn2005cs,4.5,II-norm,0.032,0.0063,265.5,0,16,agn,4.1,AGN,0.0331,0.0087,-99.9,2
ZTF18acbxrdw_20181106_P60_v1.ascii,ZTF18acbxrdw,sn2007kk,21.64,0.0832,0.0027,1,1,sn2007kk,21.64,Ia-norm,0.0832,0.0027,4.1,0,2,sn2007fs,20.85,Ia-norm,0.0759,0.0027,5.1,0,3,sn2006N,20.77,Ia-norm,0.0756,0.0026,4.6,0,5,sn2006al,19.18,Ia-norm,0.076,0.0028,5.4,0,58,sn99ac,13.22,Ia-91T,0.0853,0.0043,0.8,0
ZTF18acbxrrx_20181110_P60_v1.ascii,ZTF18acbxrrx,sn1996X,6.38,0.076,0.0086,1,1,sn1996X,6.38,Ia-norm,0.076,0.0086,11.9,0,3,sn2005hf,6.23,Ia-norm,0.0791,0.0067,9.1,0,4,sn2003ic,6.09,Ia-norm,0.0846,0.0074,5.3,0,8,sn05hk,5.53,Ia-02cx,0.0663,0.0089,3.6,0,20,iPTF13ajg,5.04,Ic-SLSN,1.1549,0.0031,7.7,0
ZTF18acbxsap_20181104_P60_v1.ascii,ZTF18acbxsap,sn1998es,9.55,0.0795,0.0067,1,1,sn1998es,9.55,Ia-91T,0.0795,0.0067,-7.3,0,4,sn1999aa,8.55,Ia-91T,0.0793,0.0073,-6.1,0,5,sn2001ah,8.5,Ia-91T,0.081,0.0072,-8.7,0,18,sn2002cx,7.63,Ia-02cx,0.0614,0.0068,-4.3,0,41,sn08ds,6.41,Ia-norm,0.0779,0.0096,-4.93,0
ZTF18acbxsge_20181107_P60_v1.ascii,ZTF18acbxsge,sn2006gr,12.45,0.0383,0.0062,1,1,sn2006gr,12.45,Ia-norm,0.0383,0.0062,-6.9,0,4,sn90N,11.35,Ia-norm,0.0309,0.0064,-6.4,0,6,sn2003W,11.0,Ia-norm,0.0431,0.0078,-6.3,0,10,sn2006S,9.91,Ia-norm,0.0309,0.0068,-4.6,0,18,sn2006oa,8.5,Ia-91T,0.0266,0.008,-3.8,0
ZTF18acbxsge_20181111_DUP_v1.ascii,ZTF18acbxsge,sn2006oa,18.94,0.0321,0.003,1,1,sn2006oa,18.94,Ia-91T,0.0321,0.003,-2.0,0,2,sn2006S,18.93,Ia-norm,0.0345,0.003,-2.6,0,5,sn2001eh,17.64,Ia-91T,0.0331,0.0032,-4.9,0,8,sn2006cz,17.09,Ia-91T,0.0346,0.0037,-3.9,0,9,sn1990N,16.33,Ia-norm,0.0371,0.0037,-7.4,0
ZTF18acbxsge_20181113_LT_v1.ascii,ZTF18acbxsge,sn2002hu,15.96,0.0358,0.0034,1,1,sn2002hu,15.96,Ia-91T,0.0358,0.0034,-5.3,0,2,sn2002de,15.31,Ia-norm,0.0372,0.0033,-3.0,0,3,sn2005na,14.53,Ia-norm,0.0344,0.0032,-1.5,0,4,sn2001cp,14.36,Ia-norm,0.0375,0.0034,-6.8,0,30,sn2006gz,10.42,Ia-03fg,0.0371,0.0041,-1.6,0
ZTF18acbxsge_20181116_APO_v1.ascii,ZTF18acbxsge,sn94ae,5.48,0.1228,0.0107,1,1,sn2004dt,6.62,Ia-norm,0.049,0.0083,-8.9,0,3,sn2003ch,5.73,Ia-norm,0.0296,0.0079,5.6,0,5,sn94ae,5.48,Ia-norm,0.1228,0.0107,123.6,0,9,sn1999aw,5.11,Ia-91T,0.0394,0.0081,0.0,0,15,sn2008D,4.83,Ib-norm,0.1125,0.007,30.1,0
ZTF18acbxsgy_20181201_Keck1_v1.ascii,ZTF18acbxsgy,sn1994D,20.63,0.0974,0.0025,1,1,sn1994D,20.63,Ia-norm,0.0974,0.0025,14.8,0,2,sn03du,18.85,Ia-norm,0.0958,0.0026,21.8,0,4,sn2006sr,18.5,Ia-norm,0.0988,0.0026,17.6,0,5,sn2005kc,18.4,Ia-norm,0.0957,0.0026,15.6,0,32,sn2001V,13.45,Ia-91T,0.0969,0.0036,21.3,0
ZTF18acbxshd_20181110_Keck1_v1.ascii,ZTF18acbxshd,sn2005cs,20.58,0.0309,0.0013,1,1,sn2005cs,20.58,II-norm,0.0309,0.0013,12.7,0,2,sn08in,17.62,II-norm,0.0294,0.0015,45.0,0,3,sn09ao,17.0,II-norm,0.0316,0.002,49.0,0,4,sn99br,16.32,II-norm,0.0261,0.0014,43.0,0,6,sn99em,15.57,II-norm,0.0314,0.0019,32.5,0
ZTF18acbxudr_20181104_P60_v1.ascii,ZTF18acbxudr,sn2011ei,7.11,0.0292,0.01,1,1,sn06lf,7.14,Ia-norm,0.0134,0.0093,25.06,0,2,sn2011ei,7.11,IIb,0.0292,0.01,-14.0,0,3,sn01ep,7.08,Ia-norm,0.011,0.0092,28.46,0,5,sn94M,6.94,Ia-norm,0.0162,0.0103,34.1,0,9,sn1991N,6.82,Ic-norm,0.0452,0.0103,276.1,1
ZTF18acbxudr_20181221_P60_v1.ascii,ZTF18acbxudr,sn94D,8.53,0.0297,0.0074,1,1,sn94D,8.53,Ia-norm,0.0297,0.0074,26.2,0,2,sn2006bp,7.36,II-norm,0.027,0.0076,8.1,0,4,sn1992H,6.75,II-norm,0.0505,0.0074,129.8,0,6,sn03bn,6.57,II-norm,0.0223,0.0078,16.0,0,9,sn96L,6.31,IIn,0.0327,0.0072,42.2,0
ZTF18acbxudr_20181222_P60_v1.ascii,ZTF18acbxudr,sn1992H,7.71,0.012,0.0059,1,1,sn1992H,7.71,II-norm,0.012,0.0059,112.9,0,5,sn2006bp,6.54,II-norm,0.0253,0.0082,8.1,0,7,sn1999em,6.04,II-norm,0.0188,0.0081,6.6,0,21,sn2004as,5.53,Ia-norm,0.017,0.0087,31.0,0,30,sn91N,5.21,Ic-norm,0.0521,0.0111,276.1,1
ZTF18acbxudr_20190603_Keck1_v1.ascii,ZTF18acbxudr,sn87A,12.67,0.0183,0.0026,1,1,sn87A,12.67,II-norm,0.0183,0.0026,113.6,0,3,sn1990K,12.62,II-norm,0.0182,0.003,119.1,1,5,sn2004et,12.62,II-norm,0.0182,0.0027,168.8,0,41,sn2005gj,9.93,Ia-csm,0.0214,0.0043,88.4,0,58,kcSB5,9.08,Gal,0.0186,0.0026,-99.9,2
ZTF18acbxudr_20190604_P200_v1.ascii,ZTF18acbxudr,kcSB4,12.89,0.0174,0.0016,1,1,kcSB4,12.89,Gal,0.0174,0.0016,-99.9,2,2,kcSB5,12.81,Gal,0.0178,0.0017,-99.9,2,3,kcSc,11.25,Gal,0.0177,0.0019,-99.9,2,8,sn2004et,8.44,II-norm,0.0173,0.0036,168.8,0,12,sn2006aj,7.87,Ic-BL,0.0593,0.0067,198.1,0
ZTF18acbxudr_20190813_P60_v1.ascii,ZTF18acbxudr,kcSc,7.85,0.0181,0.0036,1,1,kcSc,7.85,Gal,0.0181,0.0036,-99.9,2,2,kcSB4,7.5,Gal,0.0178,0.0037,-99.9,2,3,kcSB5,7.41,Gal,0.0182,0.0038,-99.9,2,5,sn87A,7.15,II-norm,0.0196,0.0048,628.8,0,45,sn1997cy,5.98,IIn,0.0182,0.0055,377.7,1
ZTF18acbyyff_20181201_Keck1_v1.ascii,ZTF18acbyyff,sn2006N,11.3,0.0757,0.0048,1,1,sn2006N,11.3,Ia-norm,0.0757,0.0048,28.2,0,2,sn2000cf,10.1,Ia-norm,0.0735,0.0052,25.1,0,4,sn04fz,9.88,Ia-norm,0.0752,0.0058,22.28,0,13,sn93J,9.53,IIb,0.0717,0.0055,3.4,0,35,sn2005hk,8.78,Ia-02cx,0.0617,0.0062,37.0,0
ZTF18acbzitw_20181116_P60_v1.ascii,ZTF18acbzitw,sn1998bw,4.32,0.1644,0.0118,0,1,sn1998bw,4.32,Ic-BL,0.1644,0.0118,43.4,0,3,carbonstar3,3.87,C-star,1.077,0.0053,-100.0,2,6,sn2011bm,3.46,Ic-norm,1.1856,0.0118,-0.9,0,7,sn2008am,3.41,IIn,0.235,0.0055,352.0,0,8,sn2003kf,3.38,Ia-norm,0.3657,0.0049,397.8,0
ZTF18acbznkf_20181119_P60_v1.ascii,ZTF18acbznkf,sn91A,6.83,0.2687,0.0077,0,1,sn91A,6.83,Ic-norm,0.2687,0.0077,128.3,1,3,sn1993J,6.0,IIb,0.2681,0.0088,216.5,0,7,sn2012ap,5.73,Ic-BL,0.2744,0.0096,217.3,0,8,sn96cb,5.67,IIb,0.2687,0.009,149.3,0,9,sn90N,5.62,Ia-norm,0.1432,0.0113,-6.4,0
ZTF18acbznkf_20181204_Keck1_v1.ascii,ZTF18acbznkf,sn97br,11.71,0.1132,0.0044,1,1,sn97br,11.71,Ia-91T,0.1132,0.0044,21.3,0,2,sn04fz,11.62,Ia-norm,0.1109,0.0045,17.56,0,3,sn05be,10.53,Ia-norm,0.1136,0.005,16.71,0,4,sn2005hk,10.47,Ia-02cx,0.0984,0.0048,14.3,0,6,sn2003du,10.06,Ia-norm,0.111,0.0048,25.7,0
ZTF18acbznpp_20181110_Keck1_v2.ascii,ZTF18acbznpp,sn2005cs,7.72,0.1576,0.0023,0,1,sn2005cs,7.72,II-norm,0.1576,0.0023,265.5,0,4,sn98bw,6.23,Ic-BL,0.2965,0.0126,59.2,0,5,sn97ef,6.22,Ic-BL,0.284,0.015,21.6,0,7,sn2002dj,6.14,Ia-norm,0.4886,0.0106,-6.6,0,8,sn02ap,5.96,Ic-BL,0.2902,0.0121,25.5,0
ZTF18acbznpp_20181110_Keck1_v3.ascii,ZTF18acbznpp,kcSB4,19.76,0.0424,0.0009,1,1,kcSB4,19.76,Gal,0.0424,0.0009,-99.9,2,2,kcSB6,19.24,Gal,0.0424,0.001,-99.9,2,3,kcSB5,16.43,Gal,0.0428,0.0011,-99.9,2,8,PTF11rks,10.7,Ic-SLSN,0.4296,0.0017,47.61,0,9,sn98S,10.69,IIn,0.0561,0.0022,383.6,0
ZTF18acbznvp_20181107_P60_v1.ascii,ZTF18acbznvp,sn02he,20.86,0.0611,0.0026,1,1,sn02he,20.86,Ia-norm,0.0611,0.0026,3.22,0,2,sn98dx,18.87,Ia-norm,0.0583,0.0028,5.5,0,3,sn2003iv,18.3,Ia-norm,0.0572,0.0026,1.4,0,5,sn92A,17.62,Ia-norm,0.0665,0.0028,3.3,0,6,sn2007ci,17.54,Ia-norm,0.0596,0.0029,-1.2,0
ZTF18acbzojv_20181103_APO_v1.ascii,ZTF18acbzojv,sn99dk,7.25,0.0315,0.0069,1,1,sn99dk,7.25,Ia-norm,0.0315,0.0069,44.2,0,2,sn02bo,6.79,Ia-norm,0.0326,0.0077,39.3,0,6,sn01en,6.03,Ia-norm,0.0329,0.0088,35.64,0,10,sn07ba,5.85,Ia-91bg,0.0302,0.0105,5.12,0,14,sn1999ac,5.41,Ia-91T,0.0329,0.0079,40.5,0
ZTF18acbzojv_20181105_P60_v1.ascii,ZTF18acbzojv,sn02fk,8.03,0.0316,0.0063,1,1,sn02fk,8.03,Ia-norm,0.0316,0.0063,39.52,0,2,sn2005cf,7.82,Ia-norm,0.0311,0.0065,60.8,0,3,sn03cg,7.59,Ia-norm,0.0321,0.0068,43.4,0,10,sn91bg,6.42,Ia-91bg,0.0321,0.0078,33.7,0,12,sn2003dh,6.18,Ic-BL,0.04,0.0093,17.5,0
ZTF18acbzooq_20181110_P60_v1.ascii,ZTF18acbzooq,mstar,11.9,0.0146,0.0033,1,1,mstar,11.9,M-star,0.0146,0.0033,0.0,2,2,kcS0,10.68,Gal,0.0133,0.0034,-99.9,2,4,kcE,9.45,Gal,0.0138,0.0039,-99.9,2,5,kcSa,9.37,Gal,0.0132,0.0038,-99.9,2,8,sn99by,6.91,Ia-91bg,0.0331,0.0098,6.1,0
ZTF18acbzoyh_20181204_Keck1_v1.ascii,ZTF18acbzoyh,sn2003bg,11.7,0.0504,0.0038,1,1,sn2003bg,11.7,IIb,0.0504,0.0038,21.4,0,2,sn1998fa,11.21,IIb,0.05,0.004,18.3,0,4,sn1993J,11.04,IIb,0.0465,0.0041,35.0,0,23,sn2004et,7.65,II-norm,0.0376,0.0062,47.4,0,58,sn06em,6.52,Ia-91bg,0.0566,0.0086,20.95,0
ZTF18acbzpag_20181204_Keck1_v1.ascii,ZTF18acbzpag,sn94ae,16.11,0.0704,0.0033,1,1,sn94ae,16.11,Ia-norm,0.0704,0.0033,36.2,0,2,sn2001en,15.04,Ia-norm,0.0723,0.0035,37.7,0,3,sn2007af,14.99,Ia-norm,0.0701,0.0033,34.0,0,4,sn02er,14.77,Ia-norm,0.0752,0.0048,33.2,0,33,sn2005M,12.53,Ia-91T,0.0674,0.0042,32.5,0
ZTF18acbzpxx_20181108_P60_v1.ascii,ZTF18acbzpxx,sn2008bf,11.1,0.0875,0.0052,1,1,sn2008bf,11.1,Ia-norm,0.0875,0.0052,7.5,0,2,sn2002ck,10.88,Ia-norm,0.0874,0.0048,2.3,0,3,sn2007S,10.84,Ia-91T,0.0872,0.0053,6.2,0,4,sn2003fa,10.81,Ia-91T,0.0862,0.005,7.8,0,5,sn2006N,10.78,Ia-norm,0.0855,0.0053,4.6,0
ZTF18acbzqlw_20181110_Keck1_v1.ascii,ZTF18acbzqlw,sn06bp,20.85,0.0324,0.0018,1,1,sn06bp,20.85,II-norm,0.0324,0.0018,49.0,0,3,sn04fc,20.62,II-norm,0.0294,0.0017,55.0,0,4,sn06ee,20.39,II-norm,0.0284,0.0017,45.0,0,6,sn08in,19.91,II-norm,0.0274,0.0017,45.0,0,62,sn93J,12.68,IIb,0.037,0.0037,6.6,0
ZTF18acbzqoc_20181110_Keck1_v1.ascii,ZTF18acbzqoc,sn04fx,8.98,0.0293,0.0032,1,1,sn04fx,8.98,II-norm,0.0293,0.0032,40.0,0,2,sn06Y,8.87,II-norm,0.0407,0.0039,33.0,0,4,iPTF13bvn,8.25,Ib-norm,0.0416,0.0024,-11.7,0,5,sn09bz,8.18,II-norm,0.034,0.0042,37.0,0,17,sn91N,7.03,Ic-norm,1.1541,0.0041,250.2,1
ZTF18acbzqrk_20181115_P60_v1.ascii,ZTF18acbzqrk,sn93J,4.62,0.7874,0.0069,0,1,sn93J,4.62,IIb,0.7874,0.0069,420.8,0,5,PS1-10bzj,4.07,Ic-SLSN,0.6304,0.0051,6.55,0,10,sn07il,3.57,II-norm,0.8513,0.0118,12.0,0,11,sn2002cx,3.46,Ia-02cx,0.6313,0.0093,25.0,0,13,sn1997ef,3.41,Ic-BL,0.7875,0.0288,-13.9,0
ZTF18acbzvpg_20181104_P60_v1.ascii,ZTF18acbzvpg,sn2011dh,8.56,0.022,0.0073,1,1,sn2011dh,8.56,IIb,0.022,0.0073,-10.6,0,2,sn2003bg,8.32,IIb,0.0391,0.0107,-17.3,0,5,sn2011dh,7.63,IIb,0.027,0.0083,-13.6,0,10,sn1997ef,7.42,Ic-BL,0.0464,0.0109,-4.1,0,16,sn02bo,6.4,Ia-norm,0.0203,0.0101,44.48,0
ZTF18acbzvqj_20181110_Keck1_v1.ascii,ZTF18acbzvqj,sn2007le,18.76,0.0375,0.0028,1,1,sn2007le,18.76,Ia-norm,0.0375,0.0028,67.0,0,3,sn1999aa,17.46,Ia-91T,0.0426,0.0037,20.1,0,4,sn1997bp,16.78,Ia-norm,0.0385,0.0036,54.3,0,5,sn2005cf,16.48,Ia-norm,0.0426,0.0041,16.1,0,76,sn2003jd,11.88,Ic-BL,0.0509,0.0054,49.4,0
ZTF18acbzwms_20181110_Keck1_v1.ascii,ZTF18acbzwms,sn1993J,16.85,0.0399,0.0028,1,1,sn1993J,16.85,IIb,0.0399,0.0028,35.0,0,3,sn95F,16.0,Ic-norm,0.0436,0.0036,56.7,1,9,sn2011dh,15.02,IIb,0.0388,0.0031,46.4,0,10,sn90I,15.0,Ib-norm,0.0502,0.0038,41.1,0,12,sn90B,14.54,Ic-norm,0.0425,0.0038,64.5,0
ZTF18acbzwna_20181107_P60_v1.ascii,ZTF18acbzwna,sn1992H,12.04,0.0415,0.0034,1,1,sn1992H,12.04,II-norm,0.0415,0.0034,103.0,0,5,sn09ao,9.04,II-norm,0.0424,0.0044,49.0,0,7,sn04et,8.36,II-norm,0.0467,0.005,22.6,0,12,sn07oc,8.21,II-norm,0.039,0.0054,64.0,0,13,sn06bp,8.13,II-norm,0.0521,0.005,17.1,0
ZTF18accaqrr_20181104_P60_v1.ascii,ZTF18accaqrr,kcSB6,4.26,1.1763,0.0038,0,1,kcSB6,4.26,Gal,1.1763,0.0038,-99.9,2,2,sn1994D,3.9,Ia-norm,0.6876,0.0154,-11.2,0,4,sn1997bp,3.69,Ia-norm,0.6809,0.0182,-3.0,0,5,kcSa,3.67,Gal,1.1847,0.0064,-99.9,2,11,sn2004dk,3.52,Ib-norm,0.6266,0.008,46.1,0
ZTF18accaqrr_20181112_P60_v1.ascii,ZTF18accaqrr,sn1999dq,4.64,0.9627,0.0088,0,1,sn1999dq,4.64,Ia-91T,0.9627,0.0088,-9.4,0,2,ASASSN-15lh,4.42,Ic-SLSN,1.0226,0.009,12.98,0,3,sn01eh,4.25,Ia-norm,0.9567,0.0096,-5.63,0,4,sn97cy,4.2,IIn,0.2225,0.0149,57.2,1,11,sn2011ke,4.02,Ic-SLSN,0.9795,0.0084,38.49,0
ZTF18accaqrr_20181201_Keck1_v1.ascii,ZTF18accaqrr,sn2002ao,7.61,0.047,0.0045,1,1,sn2002ao,7.61,Ibn,0.047,0.0045,28.3,0,2,sn2010bh,6.92,Ic-BL,0.8287,0.0108,1.2,0,3,sn1993J,6.68,IIb,0.0401,0.0074,120.7,0,5,sn2006jc,6.56,Ibn,0.044,0.0043,18.5,0,7,sn95F,6.36,Ic-norm,0.0369,0.0103,56.7,1
ZTF18accbppp_20181104_P60_v1.ascii,ZTF18accbppp,sn1994T,21.36,0.0636,0.0029,1,1,sn1994T,21.36,Ia-norm,0.0636,0.0029,-0.2,0,3,sn2003W,16.26,Ia-norm,0.0901,0.0041,-10.2,0,5,sn07gk,15.93,Ia-norm,0.0683,0.0038,-1.72,0,6,sn06bq,13.47,Ia-norm,0.0649,0.0044,6.69,0,51,sn99ac,9.86,Ia-91T,0.0769,0.0062,-9.6,0
